# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __probe_kernel_read() {
 0)   5.387 us    |        }
 0)               |        __kmalloc() {
 0)   1.373 us    |          kmalloc_slab();
 0)   1.351 us    |          should_failslab();
 0)   6.628 us    |        }
 0)               |        dev_uevent() {
 0)               |          of_device_uevent() {
 0)               |            of_get_property() {
 0)   4.174 us    |              of_find_property();
 0) + 10.491 us   |            }
 0)               |            of_find_property() {
 0)   1.276 us    |              _raw_spin_lock_irqsave();
 0)   1.457 us    |              __of_find_property();
 0)   1.370 us    |              _raw_spin_unlock_irqrestore();
 0)   9.260 us    |            }
 0)   1.187 us    |            of_prop_next_string();
 0)   1.487 us    |            of_prop_next_string();
 0)   1.198 us    |            mutex_lock();
 0)   1.495 us    |            mutex_unlock();
 0) + 43.450 us   |          }
 0)               |          platform_uevent() {
 0)               |            of_device_uevent_modalias() {
 0)   9.797 us    |              of_device_get_modalias();
 0) + 12.820 us   |            }
 0) + 15.289 us   |          }
 0) + 63.735 us   |        }
 0)   1.542 us    |        mutex_lock();
 0)   1.402 us    |        netlink_has_listeners();
 0)   1.190 us    |        consume_skb();
 0)   1.250 us    |        mutex_unlock();
 0)               |        kfree() {
 0)   1.225 us    |          ___cache_free();
 0)   3.632 us    |        }
 0)               |        kfree() {
 0)   1.166 us    |          ___cache_free();
 0)   3.473 us    |        }
 0) ! 140.906 us  |      }
 0)               |      __wake_up() {
 0)               |        __wake_up_common_lock() {
 0)   1.285 us    |          _raw_spin_lock_irqsave();
 0)   1.243 us    |          __wake_up_common();
 0)   1.190 us    |          _raw_spin_unlock_irqrestore();
 0)   8.516 us    |        }
 0) + 10.801 us   |      }
 0) * 25192.16 us |    }
 0)               |    ktime_get() {
 0)   1.235 us    |      arch_counter_read();
 0)   3.601 us    |    }
 0)               |    printk() {
 0)               |      vprintk_func() {
 0)               |        vprintk_default() {
 0)               |          vprintk_emit() {
 0)   1.180 us    |            __printk_safe_enter();
 0)   1.202 us    |            _raw_spin_lock();
 0)               |            vprintk_store() {
 0)   2.784 us    |              log_store.constprop.0();
 0)   7.753 us    |            }
 0)   1.162 us    |            __printk_safe_exit();
 0)               |            console_trylock() {
 0)   3.147 us    |              __down_trylock_console_sem.constprop.0();
 0)   5.483 us    |            }
 0)               |            console_unlock() {
 0)   1.162 us    |              __printk_safe_enter();
 0)   1.221 us    |              _raw_spin_lock();
 0)   3.164 us    |              __up_console_sem.constprop.0();
 0)   1.240 us    |              _raw_spin_lock();
 0)   1.184 us    |              __printk_safe_exit();
 0) + 15.217 us   |            }
 0)   1.260 us    |            wake_up_klogd.part.0();
 0) + 42.873 us   |          }
 0) + 45.215 us   |        }
 0) + 47.520 us   |      }
 0) + 49.895 us   |    }
 0)               |    __pm_runtime_idle() {
 0)   1.347 us    |      _raw_spin_lock_irqsave();
 0)               |      rpm_idle() {
 0)   1.510 us    |        rpm_check_suspend_allowed();
 0)   3.983 us    |      }
 0)   1.191 us    |      _raw_spin_unlock_irqrestore();
 0) + 11.170 us   |    }
 0)               |    __pm_runtime_idle() {
 0)   1.315 us    |      _raw_spin_lock_irqsave();
 0)               |      rpm_idle() {
 0)   1.189 us    |        rpm_check_suspend_allowed();
 0)   3.455 us    |      }
 0)   1.301 us    |      _raw_spin_unlock_irqrestore();
 0) + 10.783 us   |    }
 0)               |    pm_runtime_put_suppliers() {
 0)               |      device_links_read_lock() {
 0)   1.218 us    |        __srcu_read_lock();
 0)   3.655 us    |      }
 0)               |      device_links_read_unlock() {
 0)   1.233 us    |        __srcu_read_unlock();
 0)   3.545 us    |      }
 0) + 10.693 us   |    }
 0) * 25323.53 us |  }
 0)               |  driver_probe_device() {
 0)               |    pm_runtime_get_suppliers() {
 0)               |      device_links_read_lock() {
 0)   1.335 us    |        __srcu_read_lock();
 0)   3.634 us    |      }
 0)               |      device_links_read_unlock() {
 0)   1.170 us    |        __srcu_read_unlock();
 0)   3.537 us    |      }
 0) + 12.053 us   |    }
 0)               |    __pm_runtime_resume() {
 0)   1.264 us    |      _raw_spin_lock_irqsave();
 0)   1.733 us    |      rpm_resume();
 0)   1.182 us    |      _raw_spin_unlock_irqrestore();
 0)   9.040 us    |    }
 0)               |    pm_runtime_barrier() {
 0)   1.315 us    |      _raw_spin_lock_irq();
 0)   1.538 us    |      __pm_runtime_barrier();
 0)   6.565 us    |    }
 0)               |    ktime_get() {
 0)   1.187 us    |      arch_counter_read();
 0)   3.683 us    |    }
 0)               |    really_probe() {
 0)               |      device_links_check_suppliers() {
 0)   1.203 us    |        mutex_lock();
 0)   1.198 us    |        mutex_unlock();
 0)   5.910 us    |      }
 0)               |      pinctrl_bind_pins() {
 0)               |        devm_kmalloc() {
 0)               |          __kmalloc_track_caller() {
 0)   1.173 us    |            kmalloc_slab();
 0)   1.200 us    |            should_failslab();
 0)   6.025 us    |          }
 0)               |          devres_add() {
 0)   1.240 us    |            _raw_spin_lock_irqsave();
 0)   1.178 us    |            add_dr();
 0)   1.186 us    |            _raw_spin_unlock_irqrestore();
 0)   8.334 us    |          }
 0) + 18.033 us   |        }
 0)               |        devm_pinctrl_get() {
 0)               |          devres_alloc_node() {
 0)               |            __kmalloc_track_caller() {
 0)   1.208 us    |              kmalloc_slab();
 0)   1.140 us    |              should_failslab();
 0)   6.085 us    |            }
 0)   8.672 us    |          }
 0)               |          pinctrl_get() {
 0)   1.222 us    |            mutex_lock();
 0)   1.198 us    |            mutex_unlock();
 0)               |            create_pinctrl() {
 0)   1.651 us    |              kmem_cache_alloc_trace();
 0) ! 127.556 us  |              pinctrl_dt_to_map();
 0)   1.235 us    |              mutex_lock();
 0)   2.519 us    |              create_state();
 0)   1.657 us    |              kmem_cache_alloc_trace();
 0)   2.830 us    |              get_pinctrl_dev_from_devname();
 0) ! 101.485 us  |              pinmux_map_to_setting();
 0)   1.267 us    |              mutex_unlock();
 0)   1.220 us    |              mutex_lock();
 0)   1.213 us    |              mutex_unlock();
 0) ! 263.428 us  |            }
 0) ! 271.562 us  |          }
 0)               |          devres_add() {
 0)   1.200 us    |            _raw_spin_lock_irqsave();
 0)   1.202 us    |            add_dr();
 0)   1.200 us    |            _raw_spin_unlock_irqrestore();
 0)   8.508 us    |          }
 0) ! 293.600 us  |        }
 0)   1.514 us    |        pinctrl_lookup_state();
 0)   1.860 us    |        pinctrl_lookup_state();
 0)               |        pinctrl_select_state() {
 0)               |          pinctrl_commit_state() {
 0)               |            pinmux_enable_setting() {
 0)   1.602 us    |              aspeed_pinctrl_get_group_pins();
 0)   3.440 us    |              pin_request();
 0)   1.845 us    |              pin_request();
 0) + 47.725 us   |              aspeed_pinmux_set_mux();
 0) + 63.820 us   |            }
 0) + 66.825 us   |          }
 0) + 69.165 us   |        }
 0)   1.821 us    |        pinctrl_lookup_state();
 0)   1.393 us    |        pinctrl_lookup_state();
 0) ! 398.556 us  |      }
 0)               |      platform_dma_configure() {
 0)               |        of_dma_configure() {
 0)               |          of_dma_get_range() {
 0)               |            of_n_addr_cells() {
 0)   3.523 us    |              of_property_read_variable_u32_array();
 0)   6.144 us    |            }
 0)               |            of_n_size_cells() {
 0)   3.426 us    |              of_property_read_variable_u32_array();
 0)   5.933 us    |            }
 0)               |            __of_get_dma_parent() {
 0)   3.593 us    |              of_property_match_string();
 0)   2.120 us    |              of_get_parent();
 0)   9.955 us    |            }
 0)               |            of_get_property() {
 0)   3.043 us    |              of_find_property();
 0)   5.403 us    |            }
 0) + 34.015 us   |          }
 0)               |          of_dma_is_coherent() {
 0)               |            of_find_property() {
 0)   2.545 us    |              _raw_spin_lock_irqsave();
 0)   1.615 us    |              __of_find_property();
 0)   1.191 us    |              _raw_spin_unlock_irqrestore();
 0)   9.940 us    |            }
 0)               |            of_get_next_parent() {
 0)   1.960 us    |              of_get_parent();
 0)   4.203 us    |            }
 0)               |            of_find_property() {
 0)   1.218 us    |              _raw_spin_lock_irqsave();
 0)   1.332 us    |              __of_find_property();
 0)   1.180 us    |              _raw_spin_unlock_irqrestore();
 0)   8.305 us    |            }
 0)               |            of_get_next_parent() {
 0)   1.969 us    |              of_get_parent();
 0)   4.225 us    |            }
 0)               |            of_find_property() {
 0)   1.195 us    |              _raw_spin_lock_irqsave();
 0)   1.777 us    |              __of_find_property();
 0)   1.178 us    |              _raw_spin_unlock_irqrestore();
 0)   8.715 us    |            }
 0)               |            of_get_next_parent() {
 0)   1.961 us    |              of_get_parent();
 0)   4.243 us    |            }
 0)               |            of_find_property() {
 0)   1.173 us    |              _raw_spin_lock_irqsave();
 0)   1.787 us    |              __of_find_property();
 0)   1.213 us    |              _raw_spin_unlock_irqrestore();
 0)   8.670 us    |            }
 0)               |            of_get_next_parent() {
 0)   1.993 us    |              of_get_parent();
 0)   4.259 us    |            }
 0)               |            of_find_property() {
 0)   1.195 us    |              _raw_spin_lock_irqsave();
 0)   2.262 us    |              __of_find_property();
 0)   1.179 us    |              _raw_spin_unlock_irqrestore();
 0)   9.214 us    |            }
 0)               |            of_get_next_parent() {
 0)   1.969 us    |              of_get_parent();
 0)   4.255 us    |            }
 0) + 78.430 us   |          }
 0)   1.415 us    |          arch_setup_dma_ops();
 0) ! 121.070 us  |        }
 0) ! 123.709 us  |      }
 0)               |      driver_sysfs_add() {
 0)   1.167 us    |        blocking_notifier_call_chain();
 0)               |        sysfs_create_link() {
 0)               |          sysfs_do_create_link_sd() {
 0)   1.329 us    |            _raw_spin_lock();
 0)   1.300 us    |            kernfs_get();
 0)               |            kernfs_create_link() {
 0) + 11.378 us   |              kernfs_new_node();
 0)   1.282 us    |              kernfs_get();
 0)   6.993 us    |              kernfs_add_one();
 0) + 24.937 us   |            }
 0)   1.356 us    |            kernfs_put();
 0) + 35.424 us   |          }
 0) + 37.811 us   |        }
 0)               |        sysfs_create_link() {
 0)               |          sysfs_do_create_link_sd() {
 0)   1.200 us    |            _raw_spin_lock();
 0)   1.205 us    |            kernfs_get();
 0)               |            kernfs_create_link() {
 0)   5.377 us    |              kernfs_new_node();
 0)   1.230 us    |              kernfs_get();
 0)   5.919 us    |              kernfs_add_one();
 0) + 17.557 us   |            }
 0)   1.248 us    |            kernfs_put();
 0) + 26.970 us   |          }
 0) + 29.227 us   |        }
 0) + 73.033 us   |      }
 0)               |      platform_drv_probe() {
 0)               |        of_clk_set_defaults() {
 0)               |          of_count_phandle_with_args() {
 0)               |            of_phandle_iterator_init() {
 0)   3.042 us    |              of_find_property();
 0)   5.597 us    |            }
 0)   8.535 us    |          }
 0)               |          of_find_property() {
 0)   1.208 us    |            _raw_spin_lock_irqsave();
 0)   1.434 us    |            __of_find_property();
 0)   1.181 us    |            _raw_spin_unlock_irqrestore();
 0)   8.487 us    |          }
 0)   1.186 us    |          of_prop_next_u32();
 0) + 23.368 us   |        }
 0)   1.177 us    |        dev_pm_domain_attach();
 0)               |        aspeed_new_i2c_probe() {
 0)               |          devm_kmalloc() {
 0)               |            __kmalloc_track_caller() {
 0)   1.172 us    |              kmalloc_slab();
 0)   1.160 us    |              should_failslab();
 0)   6.777 us    |            }
 0)               |            devres_add() {
 0)   1.362 us    |              _raw_spin_lock_irqsave();
 0)   2.447 us    |              add_dr();
 0)   1.157 us    |              _raw_spin_unlock_irqrestore();
 0)   9.765 us    |            }
 0) + 20.063 us   |          }
 0)               |          syscon_regmap_lookup_by_compatible() {
 0)               |            of_find_compatible_node() {
 0)   1.219 us    |              _raw_spin_lock_irqsave();
 0)   3.480 us    |              __of_device_is_compatible();
 0)   4.099 us    |              __of_device_is_compatible();
 0)   1.205 us    |              __of_find_all_nodes.part.0();
 0)   3.068 us    |              __of_device_is_compatible();
 0)   2.742 us    |              __of_device_is_compatible();
 0)   1.170 us    |              __of_find_all_nodes.part.0();
 0)   2.707 us    |              __of_device_is_compatible();
 0)   1.163 us    |              __of_find_all_nodes.part.0();
 0)   2.818 us    |              __of_device_is_compatible();
 0)   1.142 us    |              __of_find_all_nodes.part.0();
 0)   3.681 us    |              __of_device_is_compatible();
 0)   1.167 us    |              __of_find_all_nodes.part.0();
 0)   2.796 us    |              __of_device_is_compatible();
 0)   2.660 us    |              __of_device_is_compatible();
 0)   1.270 us    |              __of_find_all_nodes.part.0();
 0)   3.795 us    |              __of_device_is_compatible();
 0)   1.182 us    |              __of_find_all_nodes.part.0();
 0)   2.927 us    |              __of_device_is_compatible();
 0)   1.206 us    |              __of_find_all_nodes.part.0();
 0)   2.978 us    |              __of_device_is_compatible();
 0)   1.183 us    |              __of_find_all_nodes.part.0();
 0)   3.164 us    |              __of_device_is_compatible();
 0)   1.183 us    |              __of_find_all_nodes.part.0();
 0)   3.703 us    |              __of_device_is_compatible();
 0)   2.770 us    |              __of_device_is_compatible();
 0)   2.995 us    |              __of_device_is_compatible();
 0)   2.450 us    |              __of_device_is_compatible();
 0)   1.148 us    |              __of_find_all_nodes.part.0();
 0)   2.351 us    |              __of_device_is_compatible();
 0)   1.153 us    |              __of_find_all_nodes.part.0();
 0)   2.600 us    |              __of_device_is_compatible();
 0)   1.159 us    |              __of_find_all_nodes.part.0();
 0)   2.009 us    |              __of_device_is_compatible();
 0)   1.204 us    |              __of_find_all_nodes.part.0();
 0)   2.080 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.337 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.350 us    |              __of_device_is_compatible();
 0)   1.161 us    |              __of_find_all_nodes.part.0();
 0)   2.872 us    |              __of_device_is_compatible();
 0)   1.185 us    |              __of_find_all_nodes.part.0();
 0)   2.681 us    |              __of_device_is_compatible();
 0)   1.167 us    |              __of_find_all_nodes.part.0();
 0)   2.805 us    |              __of_device_is_compatible();
 0)   1.208 us    |              __of_find_all_nodes.part.0();
 0)   3.692 us    |              __of_device_is_compatible();
 0)   2.925 us    |              __of_device_is_compatible();
 0)   1.178 us    |              __of_find_all_nodes.part.0();
 0)   3.058 us    |              __of_device_is_compatible();
 0)   1.245 us    |              __of_find_all_nodes.part.0();
 0)   3.859 us    |              __of_device_is_compatible();
 0)   2.871 us    |              __of_device_is_compatible();
 0)   1.152 us    |              __of_find_all_nodes.part.0();
 0)   2.887 us    |              __of_device_is_compatible();
 0)   1.167 us    |              __of_find_all_nodes.part.0();
 0)   3.013 us    |              __of_device_is_compatible();
 0)   1.197 us    |              __of_find_all_nodes.part.0();
 0)   3.268 us    |              __of_device_is_compatible();
 0)   3.043 us    |              __of_device_is_compatible();
 0)   1.195 us    |              __of_find_all_nodes.part.0();
 0)   3.106 us    |              __of_device_is_compatible();
 0)   2.948 us    |              __of_device_is_compatible();
 0)   2.222 us    |              __of_find_all_nodes.part.0();
 0)   3.825 us    |              __of_device_is_compatible();
 0)   2.878 us    |              __of_device_is_compatible();
 0)   1.293 us    |              __of_find_all_nodes.part.0();
 0)   3.170 us    |              __of_device_is_compatible();
 0)   3.089 us    |              __of_device_is_compatible();
 0)   1.343 us    |              __of_find_all_nodes.part.0();
 0)   3.695 us    |              __of_device_is_compatible();
 0)   1.182 us    |              __of_find_all_nodes.part.0();
 0)   4.175 us    |              __of_device_is_compatible();
 0)   1.167 us    |              __of_find_all_nodes.part.0();
 0)   4.195 us    |              __of_device_is_compatible();
 0)   1.180 us    |              __of_find_all_nodes.part.0();
 0)   4.092 us    |              __of_device_is_compatible();
 0)   1.190 us    |              __of_find_all_nodes.part.0();
 0)   4.150 us    |              __of_device_is_compatible();
 0)   1.180 us    |              __of_find_all_nodes.part.0();
 0)   4.073 us    |              __of_device_is_compatible();
 0)   1.180 us    |              __of_find_all_nodes.part.0();
 0)   3.757 us    |              __of_device_is_compatible();
 0)   1.271 us    |              __of_find_all_nodes.part.0();
 0)   3.173 us    |              __of_device_is_compatible();
 0)   1.220 us    |              __of_find_all_nodes.part.0();
 0)   3.142 us    |              __of_device_is_compatible();
 0)   1.175 us    |              __of_find_all_nodes.part.0();
 0)   2.658 us    |              __of_device_is_compatible();
 0)   2.963 us    |              __of_device_is_compatible();
 0)   3.130 us    |              __of_device_is_compatible();
 0)   1.170 us    |              __of_find_all_nodes.part.0();
 0)   2.632 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.102 us    |              __of_device_is_compatible();
 0)   1.162 us    |              __of_find_all_nodes.part.0();
 0)   2.610 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.332 us    |              __of_device_is_compatible();
 0)   1.163 us    |              __of_find_all_nodes.part.0();
 0)   2.593 us    |              __of_device_is_compatible();
 0)   1.202 us    |              __of_find_all_nodes.part.0();
 0)   2.250 us    |              __of_device_is_compatible();
 0)   1.159 us    |              __of_find_all_nodes.part.0();
 0)   2.540 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   3.027 us    |              __of_device_is_compatible();
 0)   1.167 us    |              __of_find_all_nodes.part.0();
 0)   2.088 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.875 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.225 us    |              __of_device_is_compatible();
 0)   1.162 us    |              __of_find_all_nodes.part.0();
 0)   2.697 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.265 us    |              __of_device_is_compatible();
 0)   1.230 us    |              __of_find_all_nodes.part.0();
 0)   2.710 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.101 us    |              __of_device_is_compatible();
 0)   1.178 us    |              __of_find_all_nodes.part.0();
 0)   5.017 us    |              __of_device_is_compatible();
 0)   3.219 us    |              __of_device_is_compatible();
 0)   2.529 us    |              __of_device_is_compatible();
 0)   1.173 us    |              __of_find_all_nodes.part.0();
 0)   2.520 us    |              __of_device_is_compatible();
 0)   1.172 us    |              __of_find_all_nodes.part.0();
 0)   2.035 us    |              __of_device_is_compatible();
 0)   1.165 us    |              __of_find_all_nodes.part.0();
 0)   2.635 us    |              __of_device_is_compatible();
 0)   2.179 us    |              __of_find_all_nodes.part.0();
 0)   2.022 us    |              __of_device_is_compatible();
 0)   1.123 us    |              __of_find_all_nodes.part.0();
 0)   2.489 us    |              __of_device_is_compatible();
 0)   1.144 us    |              __of_find_all_nodes.part.0();
 0)   2.388 us    |              __of_device_is_compatible();
 0)   1.223 us    |              __of_find_all_nodes.part.0();
 0)   2.059 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   3.027 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.015 us    |              __of_device_is_compatible();
 0)   1.157 us    |              __of_find_all_nodes.part.0();
 0)   2.765 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.029 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.789 us    |              __of_device_is_compatible();
 0)   1.159 us    |              __of_find_all_nodes.part.0();
 0)   2.165 us    |              __of_device_is_compatible();
 0)   1.165 us    |              __of_find_all_nodes.part.0();
 0)   2.399 us    |              __of_device_is_compatible();
 0)   1.187 us    |              __of_find_all_nodes.part.0();
 0)   2.515 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.028 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.490 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.015 us    |              __of_device_is_compatible();
 0)   1.157 us    |              __of_find_all_nodes.part.0();
 0)   2.532 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.028 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.481 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.436 us    |              __of_device_is_compatible();
 0)   1.185 us    |              __of_find_all_nodes.part.0();
 0)   2.075 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.957 us    |              __of_device_is_compatible();
 0)   1.180 us    |              __of_find_all_nodes.part.0();
 0)   2.025 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.447 us    |              __of_device_is_compatible();
 0)   1.181 us    |              __of_find_all_nodes.part.0();
 0)   2.029 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.641 us    |              __of_device_is_compatible();
 0)   1.159 us    |              __of_find_all_nodes.part.0();
 0)   3.174 us    |              __of_device_is_compatible();
 0)   1.170 us    |              __of_find_all_nodes.part.0();
 0)   2.015 us    |              __of_device_is_compatible();
 0)   1.226 us    |              __of_find_all_nodes.part.0();
 0)   2.350 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.148 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   3.079 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.043 us    |              __of_device_is_compatible();
 0)   1.159 us    |              __of_find_all_nodes.part.0();
 0)   2.357 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.517 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.140 us    |              __of_device_is_compatible();
 0)   2.165 us    |              __of_find_all_nodes.part.0();
 0)   2.905 us    |              __of_device_is_compatible();
 0)   1.124 us    |              __of_find_all_nodes.part.0();
 0)   2.148 us    |              __of_device_is_compatible();
 0)   1.159 us    |              __of_find_all_nodes.part.0();
 0)   2.544 us    |              __of_device_is_compatible();
 0)   1.188 us    |              __of_find_all_nodes.part.0();
 0)   2.061 us    |              __of_device_is_compatible();
 0)   1.156 us    |              __of_find_all_nodes.part.0();
 0)   2.753 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.332 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.135 us    |              __of_device_is_compatible();
 0)   1.156 us    |              __of_find_all_nodes.part.0();
 0)   2.665 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.037 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.490 us    |              __of_device_is_compatible();
 0)   1.160 us    |              __of_find_all_nodes.part.0();
 0)   2.350 us    |              __of_device_is_compatible();
 0)   1.225 us    |              __of_find_all_nodes.part.0();
 0)   2.695 us    |              __of_device_is_compatible();
 0)   1.153 us    |              __of_find_all_nodes.part.0();
 0)   2.023 us    |              __of_device_is_compatible();
 0)   1.157 us    |              __of_find_all_nodes.part.0();
 0)   2.663 us    |              __of_device_is_compatible();
 0)   1.154 us    |              __of_find_all_nodes.part.0();
 0)   2.461 us    |              __of_device_is_compatible();
 0)   1.166 us    |              __of_find_all_nodes.part.0();
 0)   2.037 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.626 us    |              __of_device_is_compatible();
 0)   1.166 us    |              __of_find_all_nodes.part.0();
 0)   2.140 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.388 us    |              __of_device_is_compatible();
 0)   1.225 us    |              __of_find_all_nodes.part.0();
 0)   2.398 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.459 us    |              __of_device_is_compatible();
 0)   1.161 us    |              __of_find_all_nodes.part.0();
 0)   2.025 us    |              __of_device_is_compatible();
 0)   1.163 us    |              __of_find_all_nodes.part.0();
 0)   2.259 us    |              __of_device_is_compatible();
 0)   1.162 us    |              __of_find_all_nodes.part.0();
 0)   2.562 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.028 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.803 us    |              __of_device_is_compatible();
 0)   1.161 us    |              __of_find_all_nodes.part.0();
 0)   2.158 us    |              __of_device_is_compatible();
 0)   1.185 us    |              __of_find_all_nodes.part.0();
 0)   2.524 us    |              __of_device_is_compatible();
 0)   1.153 us    |              __of_find_all_nodes.part.0();
 0)   2.015 us    |              __of_device_is_compatible();
 0)   1.157 us    |              __of_find_all_nodes.part.0();
 0)   2.654 us    |              __of_device_is_compatible();
 0)   1.153 us    |              __of_find_all_nodes.part.0();
 0)   2.476 us    |              __of_device_is_compatible();
 0)   1.157 us    |              __of_find_all_nodes.part.0();
 0)   2.016 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.370 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.480 us    |              __of_device_is_compatible();
 0)   2.180 us    |              __of_find_all_nodes.part.0();
 0)   3.050 us    |              __of_device_is_compatible();
 0)   1.236 us    |              __of_find_all_nodes.part.0();
 0)   2.148 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.523 us    |              __of_device_is_compatible();
 0)   1.188 us    |              __of_find_all_nodes.part.0();
 0)   2.060 us    |              __of_device_is_compatible();
 0)   1.157 us    |              __of_find_all_nodes.part.0();
 0)   2.875 us    |              __of_device_is_compatible();
 0)   1.154 us    |              __of_find_all_nodes.part.0();
 0)   2.015 us    |              __of_device_is_compatible();
 0)   1.157 us    |              __of_find_all_nodes.part.0();
 0)   2.551 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.029 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.753 us    |              __of_device_is_compatible();
 0)   1.328 us    |              __of_find_all_nodes.part.0();
 0)   3.103 us    |              __of_device_is_compatible();
 0)   1.161 us    |              __of_find_all_nodes.part.0();
 0)   2.025 us    |              __of_device_is_compatible();
 0)   1.187 us    |              __of_find_all_nodes.part.0();
 0)   2.403 us    |              __of_device_is_compatible();
 0)   1.161 us    |              __of_find_all_nodes.part.0();
 0)   2.260 us    |              __of_device_is_compatible();
 0)   1.153 us    |              __of_find_all_nodes.part.0();
 0)   2.804 us    |              __of_device_is_compatible();
 0)   1.153 us    |              __of_find_all_nodes.part.0();
 0)   2.119 us    |              __of_device_is_compatible();
 0)   1.156 us    |              __of_find_all_nodes.part.0();
 0)   2.633 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.029 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.430 us    |              __of_device_is_compatible();
 0)   1.163 us    |              __of_find_all_nodes.part.0();
 0)   2.060 us    |              __of_device_is_compatible();
 0)   1.189 us    |              __of_find_all_nodes.part.0();
 0)   2.465 us    |              __of_device_is_compatible();
 0)   1.153 us    |              __of_find_all_nodes.part.0();
 0)   2.015 us    |              __of_device_is_compatible();
 0)   1.157 us    |              __of_find_all_nodes.part.0();
 0)   3.235 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.044 us    |              __of_device_is_compatible();
 0)   1.159 us    |              __of_find_all_nodes.part.0();
 0)   2.363 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.402 us    |              __of_device_is_compatible();
