# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __probe_kernel_read() {
 0)               |        dev_uevent() {
 0)               |          of_device_uevent() {
 0)               |            of_get_property() {
 0)   4.423 us    |              of_find_property();
 0)   7.252 us    |            }
 0)               |            of_find_property() {
 0)   1.400 us    |              _raw_spin_lock_irqsave();
 0)   1.523 us    |              __of_find_property();
 0)   1.391 us    |              _raw_spin_unlock_irqrestore();
 0)   9.113 us    |            }
 0)   1.248 us    |            of_prop_next_string();
 0)   1.275 us    |            of_prop_next_string();
 0)   1.190 us    |            mutex_lock();
 0)   1.233 us    |            mutex_unlock();
 0) + 36.770 us   |          }
 0)               |          platform_uevent() {
 0)               |            of_device_uevent_modalias() {
 0) + 11.400 us   |              of_device_get_modalias();
 0) + 14.971 us   |            }
 0) + 17.548 us   |          }
 0) + 60.071 us   |        }
 0)   1.265 us    |        mutex_lock();
 0)   1.301 us    |        netlink_has_listeners();
 0)   1.302 us    |        consume_skb();
 0)   1.170 us    |        mutex_unlock();
 0)               |        kfree() {
 0)   1.194 us    |          ___cache_free();
 0)   3.512 us    |        }
 0)               |        kfree() {
 0)   1.183 us    |          ___cache_free();
 0)   3.545 us    |        }
 0) ! 135.912 us  |      }
 0)               |      __wake_up() {
 0)               |        __wake_up_common_lock() {
 0)   1.215 us    |          _raw_spin_lock_irqsave();
 0)   1.240 us    |          __wake_up_common();
 0)   1.190 us    |          _raw_spin_unlock_irqrestore();
 0)   8.545 us    |        }
 0) + 10.786 us   |      }
 0) * 66120.29 us |    }
 0)               |    ktime_get() {
 0)   1.201 us    |      arch_counter_read();
 0)   8.085 us    |    }
 0)               |    printk() {
 0)               |      vprintk_func() {
 0)               |        vprintk_default() {
 0)               |          vprintk_emit() {
 0)   1.163 us    |            __printk_safe_enter();
 0)   1.336 us    |            _raw_spin_lock();
 0)               |            vprintk_store() {
 0)   3.173 us    |              log_store.constprop.0();
 0)   8.412 us    |            }
 0)   1.181 us    |            __printk_safe_exit();
 0)               |            console_trylock() {
 0)   3.121 us    |              __down_trylock_console_sem.constprop.0();
 0)   5.554 us    |            }
 0)               |            console_unlock() {
 0)   1.170 us    |              __printk_safe_enter();
 0)   1.210 us    |              _raw_spin_lock();
 0)   3.155 us    |              __up_console_sem.constprop.0();
 0)   1.370 us    |              _raw_spin_lock();
 0)   1.187 us    |              __printk_safe_exit();
 0) + 15.530 us   |            }
 0)   1.236 us    |            wake_up_klogd.part.0();
 0) + 43.918 us   |          }
 0) + 46.254 us   |        }
 0) + 48.533 us   |      }
 0) + 50.932 us   |    }
 0)               |    __pm_runtime_idle() {
 0)   1.220 us    |      _raw_spin_lock_irqsave();
 0)               |      rpm_idle() {
 0)   1.352 us    |        rpm_check_suspend_allowed();
 0)   3.939 us    |      }
 0)   1.194 us    |      _raw_spin_unlock_irqrestore();
 0) + 11.143 us   |    }
 0)               |    __pm_runtime_idle() {
 0)   1.301 us    |      _raw_spin_lock_irqsave();
 0)               |      rpm_idle() {
 0)   1.215 us    |        rpm_check_suspend_allowed();
 0)   3.518 us    |      }
 0)   1.238 us    |      _raw_spin_unlock_irqrestore();
 0) + 10.693 us   |    }
 0)               |    pm_runtime_put_suppliers() {
 0)               |      device_links_read_lock() {
 0)   1.203 us    |        __srcu_read_lock();
 0)   3.468 us    |      }
 0)               |      device_links_read_unlock() {
 0)   1.223 us    |        __srcu_read_unlock();
 0)   3.494 us    |      }
 0) + 10.424 us   |    }
 0) * 66257.22 us |  }
 0)               |  driver_probe_device() {
 0)               |    pm_runtime_get_suppliers() {
 0)               |      device_links_read_lock() {
 0)   1.183 us    |        __srcu_read_lock();
 0)   3.470 us    |      }
 0)               |      device_links_read_unlock() {
 0)   1.183 us    |        __srcu_read_unlock();
 0)   3.494 us    |      }
 0) + 10.580 us   |    }
 0)               |    __pm_runtime_resume() {
 0)   1.162 us    |      _raw_spin_lock_irqsave();
 0)   2.656 us    |      rpm_resume();
 0)   1.220 us    |      _raw_spin_unlock_irqrestore();
 0)   9.902 us    |    }
 0)               |    pm_runtime_barrier() {
 0)   1.290 us    |      _raw_spin_lock_irq();
 0)   1.585 us    |      __pm_runtime_barrier();
 0)   7.314 us    |    }
 0)               |    ktime_get() {
 0)   1.171 us    |      arch_counter_read();
 0)   3.580 us    |    }
 0)               |    really_probe() {
 0)               |      device_links_check_suppliers() {
 0)   1.191 us    |        mutex_lock();
 0)   1.198 us    |        mutex_unlock();
 0)   6.273 us    |      }
 0)               |      pinctrl_bind_pins() {
 0)               |        devm_kmalloc() {
 0)               |          __kmalloc_track_caller() {
 0)   1.295 us    |            kmalloc_slab();
 0)   1.147 us    |            should_failslab();
 0)   6.690 us    |          }
 0)               |          devres_add() {
 0)   1.211 us    |            _raw_spin_lock_irqsave();
 0)   1.167 us    |            add_dr();
 0)   1.235 us    |            _raw_spin_unlock_irqrestore();
 0)   8.090 us    |          }
 0) + 18.624 us   |        }
 0)               |        devm_pinctrl_get() {
 0)               |          devres_alloc_node() {
 0)               |            __kmalloc_track_caller() {
 0)   1.167 us    |              kmalloc_slab();
 0)   1.142 us    |              should_failslab();
 0)   5.745 us    |            }
 0)   8.609 us    |          }
 0)               |          pinctrl_get() {
 0)   1.339 us    |            mutex_lock();
 0)   1.222 us    |            mutex_unlock();
 0)               |            create_pinctrl() {
 0)   1.772 us    |              kmem_cache_alloc_trace();
 0) ! 436.400 us  |              pinctrl_dt_to_map();
 0)   1.420 us    |              mutex_lock();
 0)   2.547 us    |              create_state();
 0)   1.683 us    |              kmem_cache_alloc_trace();
 0)   2.635 us    |              get_pinctrl_dev_from_devname();
 0) ! 296.318 us  |              pinmux_map_to_setting();
 0)   1.738 us    |              kmem_cache_alloc_trace();
 0)   2.182 us    |              get_pinctrl_dev_from_devname();
 0) ! 279.556 us  |              pinmux_map_to_setting();
 0)   1.693 us    |              kmem_cache_alloc_trace();
 0)   2.135 us    |              get_pinctrl_dev_from_devname();
 0) ! 280.968 us  |              pinmux_map_to_setting();
 0)   1.758 us    |              kmem_cache_alloc_trace();
 0)   2.127 us    |              get_pinctrl_dev_from_devname();
 0) ! 234.338 us  |              pinmux_map_to_setting();
 0)   1.300 us    |              mutex_unlock();
 0)   1.220 us    |              mutex_lock();
 0)   1.313 us    |              mutex_unlock();
 0) # 1585.285 us |            }
 0) # 1595.225 us |          }
 0)               |          devres_add() {
 0)   1.195 us    |            _raw_spin_lock_irqsave();
 0)   1.212 us    |            add_dr();
 0)   1.199 us    |            _raw_spin_unlock_irqrestore();
 0)   8.228 us    |          }
 0) # 1617.480 us |        }
 0)   1.574 us    |        pinctrl_lookup_state();
 0)   1.530 us    |        pinctrl_lookup_state();
 0)               |        pinctrl_select_state() {
 0)               |          pinctrl_commit_state() {
 0)               |            pinmux_enable_setting() {
 0)   1.624 us    |              aspeed_pinctrl_get_group_pins();
 0)   3.505 us    |              pin_request();
 0)   1.821 us    |              pin_request();
 0)   1.760 us    |              pin_request();
 0)   1.796 us    |              pin_request();
 0) + 88.125 us   |              aspeed_pinmux_set_mux();
 0) ! 109.416 us  |            }
 0)               |            pinmux_enable_setting() {
 0)   1.655 us    |              aspeed_pinctrl_get_group_pins();
 0)   1.960 us    |              pin_request();
 0) + 20.758 us   |              aspeed_pinmux_set_mux();
 0) + 29.558 us   |            }
 0)               |            pinmux_enable_setting() {
 0)   1.610 us    |              aspeed_pinctrl_get_group_pins();
 0)   1.843 us    |              pin_request();
 0) + 19.998 us   |              aspeed_pinmux_set_mux();
 0) + 28.434 us   |            }
 0)               |            pinmux_enable_setting() {
 0)   1.622 us    |              aspeed_pinctrl_get_group_pins();
 0)   1.390 us    |              pin_request();
 0)   1.368 us    |              pin_request();
 0)   1.349 us    |              pin_request();
 0)   1.378 us    |              pin_request();
 0)   1.857 us    |              pin_request();
 0)   1.808 us    |              pin_request();
 0) + 60.626 us   |              aspeed_pinmux_set_mux();
 0) + 82.785 us   |            }
 0) ! 257.577 us  |          }
 0) ! 260.100 us  |        }
 0)   1.536 us    |        pinctrl_lookup_state();
 0)   1.435 us    |        pinctrl_lookup_state();
 0) # 1913.904 us |      }
 0)               |      platform_dma_configure() {
 0)               |        of_dma_configure() {
 0)               |          of_dma_get_range() {
 0)               |            of_n_addr_cells() {
 0)   3.751 us    |              of_property_read_variable_u32_array();
 0)   6.409 us    |            }
 0)               |            of_n_size_cells() {
 0)   3.449 us    |              of_property_read_variable_u32_array();
 0)   5.980 us    |            }
 0)               |            __of_get_dma_parent() {
 0)   3.572 us    |              of_property_match_string();
 0)   2.003 us    |              of_get_parent();
 0)   9.923 us    |            }
 0)               |            of_get_property() {
 0)   3.032 us    |              of_find_property();
 0)   5.462 us    |            }
 0) + 34.464 us   |          }
 0)               |          of_dma_is_coherent() {
 0)               |            of_find_property() {
 0)   2.520 us    |              _raw_spin_lock_irqsave();
 0)   1.655 us    |              __of_find_property();
 0)   1.195 us    |              _raw_spin_unlock_irqrestore();
 0) + 10.100 us   |            }
 0)               |            of_get_next_parent() {
 0)   1.980 us    |              of_get_parent();
 0)   4.267 us    |            }
 0)               |            of_find_property() {
 0)   1.264 us    |              _raw_spin_lock_irqsave();
 0)   1.383 us    |              __of_find_property();
 0)   1.178 us    |              _raw_spin_unlock_irqrestore();
 0)   8.400 us    |            }
 0)               |            of_get_next_parent() {
 0)   1.968 us    |              of_get_parent();
 0)   4.237 us    |            }
 0)               |            of_find_property() {
 0)   1.195 us    |              _raw_spin_lock_irqsave();
 0)   2.065 us    |              __of_find_property();
 0)   1.211 us    |              _raw_spin_unlock_irqrestore();
 0)   9.015 us    |            }
 0)               |            of_get_next_parent() {
 0)   1.968 us    |              of_get_parent();
 0)   4.259 us    |            }
 0) + 48.234 us   |          }
 0)   1.424 us    |          arch_setup_dma_ops();
 0) + 90.815 us   |        }
 0) + 93.348 us   |      }
 0)               |      driver_sysfs_add() {
 0)   1.171 us    |        blocking_notifier_call_chain();
 0)               |        sysfs_create_link() {
 0)               |          sysfs_do_create_link_sd() {
 0)   1.224 us    |            _raw_spin_lock();
 0)   1.346 us    |            kernfs_get();
 0)               |            kernfs_create_link() {
 0) + 14.986 us   |              kernfs_new_node();
 0)   1.242 us    |              kernfs_get();
 0)   9.267 us    |              kernfs_add_one();
 0) + 31.602 us   |            }
 0)   1.588 us    |            kernfs_put();
 0) + 42.940 us   |          }
 0) + 45.657 us   |        }
 0)               |        sysfs_create_link() {
 0)               |          sysfs_do_create_link_sd() {
 0)   1.348 us    |            _raw_spin_lock();
 0)   1.248 us    |            kernfs_get();
 0)               |            kernfs_create_link() {
 0)   4.949 us    |              kernfs_new_node();
 0)   1.360 us    |              kernfs_get();
 0)   6.223 us    |              kernfs_add_one();
 0) + 17.313 us   |            }
 0)   1.317 us    |            kernfs_put();
 0) + 26.937 us   |          }
 0) + 29.200 us   |        }
 0) + 81.033 us   |      }
 0)               |      platform_drv_probe() {
 0)               |        of_clk_set_defaults() {
 0)               |          of_count_phandle_with_args() {
 0)               |            of_phandle_iterator_init() {
 0)   3.137 us    |              of_find_property();
 0)   5.990 us    |            }
 0)   8.853 us    |          }
 0)               |          of_find_property() {
 0)   1.215 us    |            _raw_spin_lock_irqsave();
 0)   1.663 us    |            __of_find_property();
 0)   1.182 us    |            _raw_spin_unlock_irqrestore();
 0)   8.526 us    |          }
 0)   1.318 us    |          of_prop_next_u32();
 0) + 24.521 us   |        }
 0)   1.169 us    |        dev_pm_domain_attach();
 0)               |        aspeed_spi_probe() {
 0)               |          __spi_alloc_controller() {
 0)               |            __kmalloc() {
 0)   1.179 us    |              kmalloc_slab();
 0)   1.153 us    |              should_failslab();
 0)   6.771 us    |            }
 0)               |            device_initialize() {
 0)   1.227 us    |              __mutex_init();
 0)   5.305 us    |              device_pm_sleep_init();
 0)   4.062 us    |              pm_runtime_init();
 0) + 17.119 us   |            }
 0) + 28.523 us   |          }
 0)               |          of_match_device() {
 0)               |            of_match_node() {
 0)   1.255 us    |              _raw_spin_lock_irqsave();
 0)   5.678 us    |              __of_match_node.part.0();
 0)   1.457 us    |              _raw_spin_unlock_irqrestore();
 0) + 13.405 us   |            }
 0) + 15.942 us   |          }
 0)   1.921 us    |          platform_get_resource_byname();
 0)               |          devm_kasprintf() {
 0)               |            devm_kvasprintf() {
 0)   4.609 us    |              devm_kmalloc();
 0) + 10.518 us   |            }
 0) + 13.470 us   |          }
 0)               |          __devm_request_region() {
 0)               |            devres_alloc_node() {
 0)   2.076 us    |              __kmalloc_track_caller();
 0)   4.644 us    |            }
 0)               |            __request_region() {
 0)   3.110 us    |              alloc_resource();
 0)   1.162 us    |              _raw_write_lock();
 0)   2.680 us    |              __request_resource();
 0) + 13.299 us   |            }
 0)               |            devres_add() {
 0)   1.172 us    |              _raw_spin_lock_irqsave();
 0)   1.300 us    |              add_dr();
 0)   1.190 us    |              _raw_spin_unlock_irqrestore();
 0)   8.135 us    |            }
 0) + 31.077 us   |          }
 0)               |          devres_alloc_node() {
 0)               |            __kmalloc_track_caller() {
 0)   1.227 us    |              kmalloc_slab();
 0)   1.162 us    |              should_failslab();
 0)   6.117 us    |            }
 0)   8.497 us    |          }
 0)               |          ioremap() {
 0)               |            __arm_ioremap_caller() {
 0) + 20.007 us   |              __arm_ioremap_pfn_caller();
 0) + 23.033 us   |            }
 0) + 25.720 us   |          }
 0)               |          devres_add() {
 0)   1.317 us    |            _raw_spin_lock_irqsave();
 0)   1.203 us    |            add_dr();
 0)   1.188 us    |            _raw_spin_unlock_irqrestore();
 0)   8.210 us    |          }
 0)   1.368 us    |          platform_get_resource_byname();
 0)               |          devm_clk_get() {
 0)               |            devres_alloc_node() {
 0)   2.199 us    |              __kmalloc_track_caller();
 0)   4.588 us    |            }
 0)               |            clk_get() {
 0) + 17.192 us   |              of_clk_get_hw();
 0) + 13.170 us   |              clk_hw_create_clk();
 0) + 35.710 us   |            }
 0)               |            devres_add() {
 0)   1.233 us    |              _raw_spin_lock_irqsave();
 0)   1.225 us    |              add_dr();
 0)   1.196 us    |              _raw_spin_unlock_irqrestore();
 0)   8.328 us    |            }
 0) + 53.600 us   |          }
 0)               |          clk_get_rate() {
 0)               |            clk_core_get_rate() {
 0)   1.617 us    |              clk_prepare_lock();
 0)   1.562 us    |              clk_prepare_unlock();
 0)   6.615 us    |            }
 0)   9.042 us    |          }
 0)               |          devm_clk_put() {
 0)               |            devres_release() {
 0)   3.241 us    |              devres_remove();
 0)   7.549 us    |              devm_clk_release();
 0)   2.328 us    |              devres_free();
 0) + 18.493 us   |            }
 0) + 20.913 us   |          }
 0)               |          of_property_read_variable_u32_array() {
 0)               |            of_find_property_value_of_size() {
 0)   2.755 us    |              of_find_property();
 0)   5.042 us    |            }
 0)   7.365 us    |          }
 0)               |          dma_alloc_attrs() {
 0)   1.585 us    |            dma_alloc_from_dev_coherent();
 0)               |            arm_dma_alloc() {
 0) ! 470.873 us  |              __dma_alloc();
 0) ! 477.917 us  |            }
 0) ! 484.382 us  |          }
 0)               |          platform_get_irq() {
 0)               |            __platform_get_irq() {
 0) ! 156.252 us  |              of_irq_get();
 0) ! 160.703 us  |            }
 0) ! 164.525 us  |          }
 0)               |          devm_request_threaded_irq() {
 0)               |            devres_alloc_node() {
 0)   2.447 us    |              __kmalloc_track_caller();
 0)   5.475 us    |            }
 0)               |            request_threaded_irq() {
 0)   1.265 us    |              irq_to_desc();
 0)   2.370 us    |              kmem_cache_alloc_trace();
 0)   1.316 us    |              irq_chip_pm_get();
 0) + 36.021 us   |              __setup_irq();
 0) + 48.107 us   |            }
 0)               |            devres_add() {
 0)   1.318 us    |              _raw_spin_lock_irqsave();
 0)   1.205 us    |              add_dr();
 0)   1.184 us    |              _raw_spin_unlock_irqrestore();
 0)   8.515 us    |            }
 0) + 67.707 us   |          }
 0)   1.459 us    |          __init_waitqueue_head();
 0)               |          devm_kmalloc() {
 0)               |            __kmalloc_track_caller() {
 0)   1.298 us    |              kmalloc_slab();
 0)   1.159 us    |              should_failslab();
 0)   9.240 us    |            }
 0)               |            devres_add() {
 0)   1.233 us    |              _raw_spin_lock_irqsave();
 0)   1.190 us    |              add_dr();
 0)   1.186 us    |              _raw_spin_unlock_irqrestore();
 0)   8.157 us    |            }
 0) + 21.422 us   |          }
 0)               |          aspeed_spi_decode_range_config() {
 0)               |            devres_alloc_node() {
 0)   2.137 us    |              __kmalloc_track_caller();
 0)   4.705 us    |            }
 0)               |            ioremap() {
 0) ! 119.948 us  |              __arm_ioremap_caller();
 0) ! 123.685 us  |            }
 0)               |            devres_add() {
 0)   1.211 us    |              _raw_spin_lock_irqsave();
 0)   1.198 us    |              add_dr();
 0)   1.180 us    |              _raw_spin_unlock_irqrestore();
 0)   8.138 us    |            }
 0)   1.189 us    |            aspeed_2600_spi_segment_reg();
 0)               |            devres_alloc_node() {
 0)   2.121 us    |              __kmalloc_track_caller();
 0)   4.505 us    |            }
 0)               |            ioremap() {
 0) ! 201.333 us  |              __arm_ioremap_caller();
 0) ! 204.689 us  |            }
 0)               |            devres_add() {
 0)   1.377 us    |              _raw_spin_lock_irqsave();
 0)   1.218 us    |              add_dr();
 0)   1.180 us    |              _raw_spin_unlock_irqrestore();
 0)   8.908 us    |            }
 0)   1.160 us    |            aspeed_2600_spi_segment_reg();
 0)               |            devres_alloc_node() {
 0)   2.170 us    |              __kmalloc_track_caller();
 0)   4.725 us    |            }
 0)               |            ioremap() {
 0) ! 186.684 us  |              __arm_ioremap_caller();
 0) ! 189.889 us  |            }
 0)               |            devres_add() {
 0)   1.200 us    |              _raw_spin_lock_irqsave();
 0)   1.311 us    |              add_dr();
 0)   1.187 us    |              _raw_spin_unlock_irqrestore();
 0)   8.544 us    |            }
 0)   1.169 us    |            aspeed_2600_spi_segment_reg();
 0) ! 579.810 us  |          }
 0)               |          devm_spi_register_controller() {
 0)               |            devres_alloc_node() {
 0)   2.140 us    |              __kmalloc_track_caller();
 0)   4.700 us    |            }
 0)               |            spi_register_controller() {
 0)   3.790 us    |              of_alias_get_id();
 0)   3.157 us    |              of_alias_get_highest_id();
 0)   1.368 us    |              mutex_lock();
 0)   1.360 us    |              mutex_unlock();
 0)   1.178 us    |              __mutex_init();
 0)   1.170 us    |              __mutex_init();
 0)   1.150 us    |              __init_waitqueue_head();
 0)   9.226 us    |              dev_set_name();
 0)   6.304 us    |              of_count_phandle_with_args();
 0) ! 511.158 us  |              device_add();
 0)   1.783 us    |              mutex_lock();
 0)   1.335 us    |              mutex_unlock();
 0)   4.852 us    |              of_get_next_available_child();
 0) + 21.357 us   |              spi_alloc_device();
 0)   4.460 us    |              of_modalias_node();
 0)   3.447 us    |              of_find_property();
 0)   2.713 us    |              of_find_property();
 0)   2.666 us    |              of_find_property();
 0)   2.681 us    |              of_find_property();
 0)   2.681 us    |              of_find_property();
 0)   4.047 us    |              of_property_read_variable_u32_array();
 0)   3.625 us    |              of_property_read_variable_u32_array();
 0)   3.470 us    |              of_property_read_variable_u32_array();
 0)   3.412 us    |              of_property_read_variable_u32_array();
 0) * 55898.11 us |              spi_add_device();
 0)   8.593 us    |              of_get_next_available_child();
 0) * 56569.11 us |            }
 0)               |            devres_add() {
 0)   1.487 us    |              _raw_spin_lock_irqsave();
 0)   1.455 us    |              add_dr();
 0)   1.225 us    |              _raw_spin_unlock_irqrestore();
 0)   8.942 us    |            }
 0) * 56588.57 us |          }
 0) * 58167.72 us |        }
 0) * 58202.88 us |      }
 0)               |      device_add_groups() {
 0)   1.337 us    |        sysfs_create_groups();
 0)   3.721 us    |      }
 0)   1.465 us    |      pinctrl_init_done();
 0)               |      driver_bound() {
 0)   1.360 us    |        _raw_spin_lock();
 0)               |        device_links_driver_bound() {
 0)   1.197 us    |          mutex_lock();
 0)   1.250 us    |          mutex_unlock();
 0)   6.436 us    |        }
 0)               |        device_pm_check_callbacks() {
 0)   1.339 us    |          _raw_spin_lock_irq();
 0)   1.330 us    |          pm_ops_is_empty();
 0)   6.568 us    |        }
 0)               |        driver_deferred_probe_del() {
 0)   1.190 us    |          mutex_lock();
 0)   1.175 us    |          mutex_unlock();
 0)   6.298 us    |        }
 0)   1.302 us    |        blocking_notifier_call_chain();
 0)   1.205 us    |        dev_uevent_filter();
 0)   1.305 us    |        dev_uevent_name();
 0)               |        kmem_cache_alloc_trace() {
 0)   1.144 us    |          should_failslab();
 0)   5.283 us    |        }
 0)               |        __kmalloc() {
 0)   1.263 us    |          kmalloc_slab();
 0)   1.252 us    |          should_failslab();
 0)   6.545 us    |        }
 0)               |        dev_uevent() {
 0)               |          of_device_uevent() {
 0)               |            of_get_property() {
 0)   3.882 us    |              of_find_property();
 0)   6.610 us    |            }
 0)               |            of_find_property() {
 0)   1.204 us    |              _raw_spin_lock_irqsave();
 0)   1.352 us    |              __of_find_property();
 0)   1.190 us    |              _raw_spin_unlock_irqrestore();
 0)   8.375 us    |            }
 0)   1.198 us    |            of_prop_next_string();
 0)   1.428 us    |            of_prop_next_string();
 0)   1.218 us    |            mutex_lock();
 0)   1.195 us    |            mutex_unlock();
 0) + 35.095 us   |          }
 0)               |          platform_uevent() {
 0)               |            of_device_uevent_modalias() {
 0) + 11.247 us   |              of_device_get_modalias();
 0) + 14.768 us   |            }
 0) + 17.333 us   |          }
 0) + 57.810 us   |        }
 0)   1.665 us    |        mutex_lock();
 0)   1.297 us    |        netlink_has_listeners();
 0)   1.257 us    |        consume_skb();
 0)   1.190 us    |        mutex_unlock();
 0)               |        kfree() {
 0)   1.363 us    |          ___cache_free();
 0)   3.733 us    |        }
 0)               |        kfree() {
 0)   1.172 us    |          ___cache_free();
 0)   3.542 us    |        }
 0) ! 133.760 us  |      }
 0)               |      __wake_up() {
 0)               |        __wake_up_common_lock() {
 0)   1.215 us    |          _raw_spin_lock_irqsave();
 0)   1.465 us    |          __wake_up_common();
 0)   1.190 us    |          _raw_spin_unlock_irqrestore();
 0)   8.447 us    |        }
 0) + 10.683 us   |      }
 0) * 60461.93 us |    }
 0)               |    ktime_get() {
 0)   1.200 us    |      arch_counter_read();
 0)   3.645 us    |    }
 0)               |    printk() {
 0)               |      vprintk_func() {
 0)               |        vprintk_default() {
 0)               |          vprintk_emit() {
 0)   1.153 us    |            __printk_safe_enter();
 0)   1.352 us    |            _raw_spin_lock();
 0)               |            vprintk_store() {
 0)   2.714 us    |              log_store.constprop.0();
 0)   7.463 us    |            }
 0)   1.185 us    |            __printk_safe_exit();
 0)               |            console_trylock() {
 0)   3.115 us    |              __down_trylock_console_sem.constprop.0();
 0)   5.475 us    |            }
 0)               |            console_unlock() {
 0)   1.162 us    |              __printk_safe_enter();
 0)   1.223 us    |              _raw_spin_lock();
 0)   3.168 us    |              __up_console_sem.constprop.0();
 0)   1.300 us    |              _raw_spin_lock();
 0)   1.177 us    |              __printk_safe_exit();
 0) + 15.521 us   |            }
 0)   1.305 us    |            wake_up_klogd.part.0();
 0) + 44.894 us   |          }
 0) + 47.173 us   |        }
 0) + 49.659 us   |      }
 0) + 52.141 us   |    }
 0)               |    __pm_runtime_idle() {
 0)   1.226 us    |      _raw_spin_lock_irqsave();
 0)               |      rpm_idle() {
 0)   1.502 us    |        rpm_check_suspend_allowed();
 0)   3.840 us    |      }
 0)   1.191 us    |      _raw_spin_unlock_irqrestore();
 0) + 10.895 us   |    }
 0)               |    __pm_runtime_idle() {
 0)   1.200 us    |      _raw_spin_lock_irqsave();
 0)               |      rpm_idle() {
 0)   1.170 us    |        rpm_check_suspend_allowed();
 0)   3.650 us    |      }
 0)   1.192 us    |      _raw_spin_unlock_irqrestore();
 0) + 10.677 us   |    }
 0)               |    pm_runtime_put_suppliers() {
 0)               |      device_links_read_lock() {
 0)   1.211 us    |        __srcu_read_lock();
 0)   3.512 us    |      }
 0)               |      device_links_read_unlock() {
 0)   1.193 us    |        __srcu_read_unlock();
 0)   3.538 us    |      }
 0) + 10.492 us   |    }
 0) * 60595.58 us |  }
 0)   9.065 us    |  bus_probe_device();
 0)               |  driver_probe_device() {
 0)               |    pm_runtime_get_suppliers() {
 0)               |      device_links_read_lock() {
 0)   1.848 us    |        __srcu_read_lock();
 0)   5.620 us    |      }
 0)               |      device_links_read_unlock() {
 0)   1.352 us    |        __srcu_read_unlock();
 0)   3.923 us    |      }
 0) + 13.531 us   |    }
 0)               |    __pm_runtime_resume() {
 0)   1.303 us    |      _raw_spin_lock_irqsave();
 0)   2.795 us    |      rpm_resume();
 0)   1.168 us    |      _raw_spin_unlock_irqrestore();
 0) + 10.351 us   |    }
 0)               |    pm_runtime_barrier() {
 0)   1.551 us    |      _raw_spin_lock_irq();
 0)   1.538 us    |      __pm_runtime_barrier();
 0)   7.385 us    |    }
 0)               |    ktime_get() {
 0)   1.220 us    |      arch_counter_read();
 0)   3.579 us    |    }
 0)               |    really_probe() {
 0)               |      device_links_check_suppliers() {
 0)   1.232 us    |        mutex_lock();
 0)   1.212 us    |        mutex_unlock();
 0)   6.213 us    |      }
 0)               |      pinctrl_bind_pins() {
 0)               |        devm_kmalloc() {
 0)               |          __kmalloc_track_caller() {
 0)   1.183 us    |            kmalloc_slab();
 0)   1.259 us    |            should_failslab();
 0)   6.452 us    |          }
 0)               |          devres_add() {
 0)   1.213 us    |            _raw_spin_lock_irqsave();
 0)   1.185 us    |            add_dr();
 0)   1.168 us    |            _raw_spin_unlock_irqrestore();
 0)   8.321 us    |          }
 0) + 19.321 us   |        }
 0)               |        devm_pinctrl_get() {
 0)               |          devres_alloc_node() {
 0)               |            __kmalloc_track_caller() {
 0)   1.147 us    |              kmalloc_slab();
 0)   1.158 us    |              should_failslab();
 0)   5.886 us    |            }
 0)   8.703 us    |          }
 0)               |          pinctrl_get() {
 0)   1.345 us    |            mutex_lock();
 0)   1.211 us    |            mutex_unlock();
 0)               |            create_pinctrl() {
 0)   1.688 us    |              kmem_cache_alloc_trace();
 0) ! 154.845 us  |              pinctrl_dt_to_map();
 0)   1.267 us    |              mutex_lock();
 0)   2.545 us    |              create_state();
 0)   1.635 us    |              kmem_cache_alloc_trace();
 0)   2.605 us    |              get_pinctrl_dev_from_devname();
 0) ! 132.187 us  |              pinmux_map_to_setting();
 0)   1.553 us    |              mutex_unlock();
 0)   1.167 us    |              mutex_lock();
 0)   1.187 us    |              mutex_unlock();
 0) ! 322.520 us  |            }
 0) ! 330.953 us  |          }
 0)               |          devres_add() {
 0)   1.222 us    |            _raw_spin_lock_irqsave();
 0)   1.200 us    |            add_dr();
 0)   1.197 us    |            _raw_spin_unlock_irqrestore();
 0) + 11.797 us   |          }
 0) ! 356.780 us  |        }
 0)   1.527 us    |        pinctrl_lookup_state();
 0)   1.638 us    |        pinctrl_lookup_state();
 0)               |        pinctrl_select_state() {
 0)               |          pinctrl_commit_state() {
 0)               |            pinmux_enable_setting() {
 0)   1.745 us    |              aspeed_pinctrl_get_group_pins();
 0)   3.913 us    |              pin_request();
 0)   1.835 us    |              pin_request();
 0) + 19.570 us   |              aspeed_pinmux_set_mux();
 0) + 35.418 us   |            }
 0) + 38.900 us   |          }
 0) + 41.380 us   |        }
 0)   1.532 us    |        pinctrl_lookup_state();
 0)   1.356 us    |        pinctrl_lookup_state();
 0) ! 434.794 us  |      }
 0)               |      platform_dma_configure() {
 0)               |        of_dma_configure() {
 0)               |          of_dma_get_range() {
 0)               |            of_n_addr_cells() {
 0)   3.831 us    |              of_property_read_variable_u32_array();
 0)   6.550 us    |            }
 0)               |            of_n_size_cells() {
 0)   3.488 us    |              of_property_read_variable_u32_array();
 0)   6.083 us    |            }
 0)               |            __of_get_dma_parent() {
 0)   3.622 us    |              of_property_match_string();
 0)   1.978 us    |              of_get_parent();
 0)   9.855 us    |            }
 0)               |            of_get_property() {
 0)   3.037 us    |              of_find_property();
 0)   5.491 us    |            }
