# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __probe_kernel_read() {
 1) + 12.942 us   |            }
 1)               |            devres_add() {
 1)   1.198 us    |              _raw_spin_lock_irqsave();
 1)   1.245 us    |              add_dr();
 1)   1.187 us    |              _raw_spin_unlock_irqrestore();
 1)   8.188 us    |            }
 1) + 31.478 us   |          }
 1)               |          devres_alloc_node() {
 1)               |            __kmalloc_track_caller() {
 1)   1.166 us    |              kmalloc_slab();
 1)   1.140 us    |              should_failslab();
 1)   6.002 us    |            }
 1)   8.387 us    |          }
 1)               |          ioremap() {
 1)               |            __arm_ioremap_caller() {
 1) + 19.670 us   |              __arm_ioremap_pfn_caller();
 1) + 22.463 us   |            }
 1) + 25.103 us   |          }
 1)               |          devres_add() {
 1)   1.235 us    |            _raw_spin_lock_irqsave();
 1)   1.148 us    |            add_dr();
 1)   1.180 us    |            _raw_spin_unlock_irqrestore();
 1) + 10.040 us   |          }
 1)   1.340 us    |          platform_get_resource_byname();
 1)               |          devm_clk_get() {
 1)               |            devres_alloc_node() {
 1)   2.188 us    |              __kmalloc_track_caller();
 1)   4.584 us    |            }
 1)               |            clk_get() {
 1) + 17.699 us   |              of_clk_get_hw();
 1)   8.888 us    |              clk_hw_create_clk();
 1) + 31.001 us   |            }
 1)               |            devres_add() {
 1)   1.217 us    |              _raw_spin_lock_irqsave();
 1)   1.193 us    |              add_dr();
 1)   1.157 us    |              _raw_spin_unlock_irqrestore();
 1)   8.148 us    |            }
 1) + 48.912 us   |          }
 1)               |          clk_get_rate() {
 1)               |            clk_core_get_rate() {
 1)   1.616 us    |              clk_prepare_lock();
 1)   1.598 us    |              clk_prepare_unlock();
 1)   6.650 us    |            }
 1)   9.051 us    |          }
 1)               |          devm_clk_put() {
 1)               |            devres_release() {
 1)   3.436 us    |              devres_remove();
 1)   6.774 us    |              devm_clk_release();
 1)   2.217 us    |              devres_free();
 1) + 17.547 us   |            }
 1) + 20.490 us   |          }
 1)               |          of_property_read_variable_u32_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.764 us    |              of_find_property();
 1)   5.080 us    |            }
 1)   7.566 us    |          }
 1)               |          dma_alloc_attrs() {
 1)   1.286 us    |            dma_alloc_from_dev_coherent();
 1)               |            arm_dma_alloc() {
 1) ! 368.790 us  |              __dma_alloc();
 1) ! 374.060 us  |            }
 1) ! 380.408 us  |          }
 1)               |          platform_get_irq() {
 1)               |            __platform_get_irq() {
 1) + 75.781 us   |              of_irq_get();
 1) + 79.403 us   |            }
 1) + 82.805 us   |          }
 1)               |          devm_request_threaded_irq() {
 1)               |            devres_alloc_node() {
 1)   3.370 us    |              __kmalloc_track_caller();
 1)   5.936 us    |            }
 1)               |            request_threaded_irq() {
 1)   1.450 us    |              irq_to_desc();
 1)   1.987 us    |              kmem_cache_alloc_trace();
 1)   1.371 us    |              irq_chip_pm_get();
 1) ! 116.543 us  |              __setup_irq();
 1) ! 129.398 us  |            }
 1)               |            devres_add() {
 1)   1.257 us    |              _raw_spin_lock_irqsave();
 1)   1.228 us    |              add_dr();
 1)   1.191 us    |              _raw_spin_unlock_irqrestore();
 1)   8.525 us    |            }
 1) ! 149.693 us  |          }
 1)   1.393 us    |          __init_waitqueue_head();
 1)               |          devm_kmalloc() {
 1)               |            __kmalloc_track_caller() {
 1)   1.144 us    |              kmalloc_slab();
 1)   1.157 us    |              should_failslab();
 1)   5.925 us    |            }
 1)               |            devres_add() {
 1)   1.169 us    |              _raw_spin_lock_irqsave();
 1)   1.185 us    |              add_dr();
 1)   1.186 us    |              _raw_spin_unlock_irqrestore();
 1)   8.083 us    |            }
 1) + 17.763 us   |          }
 1)               |          aspeed_spi_decode_range_config() {
 1)               |            devres_alloc_node() {
 1)   2.082 us    |              __kmalloc_track_caller();
 1)   4.537 us    |            }
 1)               |            ioremap() {
 1) ! 118.359 us  |              __arm_ioremap_caller();
 1) ! 121.650 us  |            }
 1)               |            devres_add() {
 1)   1.198 us    |              _raw_spin_lock_irqsave();
 1)   1.301 us    |              add_dr();
 1)   1.177 us    |              _raw_spin_unlock_irqrestore();
 1)   8.628 us    |            }
 1)   1.315 us    |            aspeed_2600_spi_segment_reg();
 1)               |            devres_alloc_node() {
 1)   2.480 us    |              __kmalloc_track_caller();
 1)   5.060 us    |            }
 1)               |            ioremap() {
 1) ! 107.796 us  |              __arm_ioremap_caller();
 1) ! 110.570 us  |            }
 1)               |            devres_add() {
 1)   1.198 us    |              _raw_spin_lock_irqsave();
 1)   1.439 us    |              add_dr();
 1)   3.707 us    |              _raw_spin_unlock_irqrestore();
 1) + 11.008 us   |            }
 1)   1.220 us    |            aspeed_2600_spi_segment_reg();
 1) ! 276.446 us  |          }
 1)               |          devm_spi_register_controller() {
 1)               |            devres_alloc_node() {
 1)   2.148 us    |              __kmalloc_track_caller();
 1)   4.525 us    |            }
 1)               |            spi_register_controller() {
 1)   4.645 us    |              of_alias_get_id();
 1)   3.670 us    |              of_alias_get_highest_id();
 1)   1.344 us    |              mutex_lock();
 1)   1.345 us    |              mutex_unlock();
 1)   1.208 us    |              __mutex_init();
 1)   1.167 us    |              __mutex_init();
 1)   1.159 us    |              __init_waitqueue_head();
 1)   9.477 us    |              dev_set_name();
 1)   5.292 us    |              of_count_phandle_with_args();
 1) ! 516.065 us  |              device_add();
 1)   2.644 us    |              mutex_lock();
 1)   1.192 us    |              mutex_unlock();
 1)   4.594 us    |              of_get_next_available_child();
 1) + 20.694 us   |              spi_alloc_device();
 1)   4.410 us    |              of_modalias_node();
 1)   3.335 us    |              of_find_property();
 1)   2.737 us    |              of_find_property();
 1)   2.720 us    |              of_find_property();
 1)   2.647 us    |              of_find_property();
 1)   2.692 us    |              of_find_property();
 1)   4.173 us    |              of_property_read_variable_u32_array();
 1)   3.730 us    |              of_property_read_variable_u32_array();
 1)   3.367 us    |              of_property_read_variable_u32_array();
 1)   3.415 us    |              of_property_read_variable_u32_array();
 1) * 28157.96 us |              spi_add_device();
 1)   6.227 us    |              of_get_next_available_child();
 1) * 28832.43 us |            }
 1)               |            devres_add() {
 1)   1.353 us    |              _raw_spin_lock_irqsave();
 1)   1.433 us    |              add_dr();
 1)   1.310 us    |              _raw_spin_unlock_irqrestore();
 1)   9.278 us    |            }
 1) * 28851.79 us |          }
 1) * 30016.47 us |        }
 1) * 30049.23 us |      }
 1)               |      device_add_groups() {
 1)   1.298 us    |        sysfs_create_groups();
 1)   3.605 us    |      }
 1)   1.422 us    |      pinctrl_init_done();
 1)               |      driver_bound() {
 1)   1.212 us    |        _raw_spin_lock();
 1)               |        device_links_driver_bound() {
 1)   1.254 us    |          mutex_lock();
 1)   1.281 us    |          mutex_unlock();
 1)   6.132 us    |        }
 1)               |        device_pm_check_callbacks() {
 1)   1.482 us    |          _raw_spin_lock_irq();
 1)   1.306 us    |          pm_ops_is_empty();
 1)   6.963 us    |        }
 1)               |        driver_deferred_probe_del() {
 1)   1.200 us    |          mutex_lock();
 1)   1.194 us    |          mutex_unlock();
 1)   6.009 us    |        }
 1)   1.303 us    |        blocking_notifier_call_chain();
 1)   1.212 us    |        dev_uevent_filter();
 1)   1.482 us    |        dev_uevent_name();
 1)               |        kmem_cache_alloc_trace() {
 1)   1.140 us    |          should_failslab();
 1)   5.343 us    |        }
 1)               |        __kmalloc() {
 1)   1.384 us    |          kmalloc_slab();
 1)   1.237 us    |          should_failslab();
 1)   6.720 us    |        }
 1)               |        dev_uevent() {
 1)               |          of_device_uevent() {
 1)               |            of_get_property() {
 1)   4.785 us    |              of_find_property();
 1)   7.707 us    |            }
 1)               |            of_find_property() {
 1)   1.402 us    |              _raw_spin_lock_irqsave();
 1)   1.528 us    |              __of_find_property();
 1)   1.383 us    |              _raw_spin_unlock_irqrestore();
 1)   9.087 us    |            }
 1)   1.275 us    |            of_prop_next_string();
 1)   1.342 us    |            of_prop_next_string();
 1)   1.316 us    |            mutex_lock();
 1)   1.399 us    |            mutex_unlock();
 1) + 41.847 us   |          }
 1)               |          platform_uevent() {
 1)               |            of_device_uevent_modalias() {
 1) + 11.165 us   |              of_device_get_modalias();
 1) + 15.055 us   |            }
 1) + 17.985 us   |          }
 1) + 66.167 us   |        }
 1)   1.330 us    |        mutex_lock();
 1)   1.610 us    |        netlink_has_listeners();
 1)   1.252 us    |        consume_skb();
 1)   1.151 us    |        mutex_unlock();
 1)               |        kfree() {
 1)   1.267 us    |          ___cache_free();
 1)   3.730 us    |        }
 1)               |        kfree() {
 1)   1.186 us    |          ___cache_free();
 1)   3.595 us    |        }
 1) ! 143.238 us  |      }
 1)               |      __wake_up() {
 1)               |        __wake_up_common_lock() {
 1)   1.208 us    |          _raw_spin_lock_irqsave();
 1)   1.213 us    |          __wake_up_common();
 1)   1.192 us    |          _raw_spin_unlock_irqrestore();
 1)   8.238 us    |        }
 1) + 10.477 us   |      }
 1) * 31890.61 us |    }
 1)               |    ktime_get() {
 1)   1.168 us    |      arch_counter_read();
 1)   3.731 us    |    }
 1)               |    printk() {
 1)               |      vprintk_func() {
 1)               |        vprintk_default() {
 1)               |          vprintk_emit() {
 1)   1.161 us    |            __printk_safe_enter();
 1)   1.328 us    |            _raw_spin_lock();
 1)               |            vprintk_store() {
 1)   2.447 us    |              log_store.constprop.0();
 1)   7.427 us    |            }
 1)   1.170 us    |            __printk_safe_exit();
 1)               |            console_trylock() {
 1)   3.116 us    |              __down_trylock_console_sem.constprop.0();
 1)   5.558 us    |            }
 1)               |            console_unlock() {
 1)   1.160 us    |              __printk_safe_enter();
 1)   1.224 us    |              _raw_spin_lock();
 1)   3.155 us    |              __up_console_sem.constprop.0();
 1)   1.387 us    |              _raw_spin_lock();
 1)   1.190 us    |              __printk_safe_exit();
 1) + 15.398 us   |            }
 1)   1.205 us    |            wake_up_klogd.part.0();
 1) + 42.740 us   |          }
 1) + 45.062 us   |        }
 1) + 47.502 us   |      }
 1) + 49.865 us   |    }
 1)               |    __pm_runtime_idle() {
 1)   1.217 us    |      _raw_spin_lock_irqsave();
 1)               |      rpm_idle() {
 1)   1.330 us    |        rpm_check_suspend_allowed();
 1)   3.845 us    |      }
 1)   1.195 us    |      _raw_spin_unlock_irqrestore();
 1) + 11.182 us   |    }
 1)               |    __pm_runtime_idle() {
 1)   1.334 us    |      _raw_spin_lock_irqsave();
 1)               |      rpm_idle() {
 1)   1.158 us    |        rpm_check_suspend_allowed();
 1)   3.459 us    |      }
 1)   1.233 us    |      _raw_spin_unlock_irqrestore();
 1) + 10.507 us   |    }
 1)               |    pm_runtime_put_suppliers() {
 1)               |      device_links_read_lock() {
 1)   1.226 us    |        __srcu_read_lock();
 1)   3.472 us    |      }
 1)               |      device_links_read_unlock() {
 1)   1.258 us    |        __srcu_read_unlock();
 1)   3.518 us    |      }
 1) + 10.614 us   |    }
 1) * 32022.72 us |  }
 1)               |  driver_probe_device() {
 1)               |    pm_runtime_get_suppliers() {
 1)               |      device_links_read_lock() {
 1)   1.163 us    |        __srcu_read_lock();
 1)   3.498 us    |      }
 1)               |      device_links_read_unlock() {
 1)   1.183 us    |        __srcu_read_unlock();
 1)   3.452 us    |      }
 1) + 10.452 us   |    }
 1)               |    __pm_runtime_resume() {
 1)   1.180 us    |      _raw_spin_lock_irqsave();
 1)   2.605 us    |      rpm_resume();
 1)   1.238 us    |      _raw_spin_unlock_irqrestore();
 1)   9.737 us    |    }
 1)               |    pm_runtime_barrier() {
 1)   1.310 us    |      _raw_spin_lock_irq();
 1)   1.547 us    |      __pm_runtime_barrier();
 1)   8.792 us    |    }
 1)               |    ktime_get() {
 1)   1.270 us    |      arch_counter_read();
 1)   3.667 us    |    }
 1)               |    really_probe() {
 1)               |      device_links_check_suppliers() {
 1)   1.176 us    |        mutex_lock();
 1)   1.196 us    |        mutex_unlock();
 1)   5.979 us    |      }
 1)               |      pinctrl_bind_pins() {
 1)               |        devm_kmalloc() {
 1)               |          __kmalloc_track_caller() {
 1)   1.172 us    |            kmalloc_slab();
 1)   1.138 us    |            should_failslab();
 1)   7.020 us    |          }
 1)               |          devres_add() {
 1)   1.204 us    |            _raw_spin_lock_irqsave();
 1)   1.207 us    |            add_dr();
 1)   1.187 us    |            _raw_spin_unlock_irqrestore();
 1)   8.113 us    |          }
 1) + 18.946 us   |        }
 1)               |        devm_pinctrl_get() {
 1)               |          devres_alloc_node() {
 1)               |            __kmalloc_track_caller() {
 1)   1.155 us    |              kmalloc_slab();
 1)   1.158 us    |              should_failslab();
 1)   5.855 us    |            }
 1)   8.530 us    |          }
 1)               |          pinctrl_get() {
 1)   1.346 us    |            mutex_lock();
 1)   1.195 us    |            mutex_unlock();
 1)               |            create_pinctrl() {
 1)   1.655 us    |              kmem_cache_alloc_trace();
 1) ! 413.724 us  |              pinctrl_dt_to_map();
 1)   1.272 us    |              mutex_lock();
 1)   2.452 us    |              create_state();
 1)   1.625 us    |              kmem_cache_alloc_trace();
 1)   2.524 us    |              get_pinctrl_dev_from_devname();
 1) ! 292.939 us  |              pinmux_map_to_setting();
 1)   1.792 us    |              kmem_cache_alloc_trace();
 1)   2.311 us    |              get_pinctrl_dev_from_devname();
 1) ! 279.667 us  |              pinmux_map_to_setting();
 1)   1.735 us    |              kmem_cache_alloc_trace();
 1)   2.102 us    |              get_pinctrl_dev_from_devname();
 1) ! 281.008 us  |              pinmux_map_to_setting();
 1)   2.147 us    |              kmem_cache_alloc_trace();
 1)   2.105 us    |              get_pinctrl_dev_from_devname();
 1) ! 234.365 us  |              pinmux_map_to_setting();
 1)   1.600 us    |              mutex_unlock();
 1)   1.242 us    |              mutex_lock();
 1)   1.200 us    |              mutex_unlock();
 1) # 1558.868 us |            }
 1) # 1567.174 us |          }
 1)               |          devres_add() {
 1)   1.298 us    |            _raw_spin_lock_irqsave();
 1)   1.203 us    |            add_dr();
 1)   1.198 us    |            _raw_spin_unlock_irqrestore();
 1)   8.453 us    |          }
 1) # 1589.240 us |        }
 1)   1.506 us    |        pinctrl_lookup_state();
 1)   1.890 us    |        pinctrl_lookup_state();
 1)               |        pinctrl_select_state() {
 1)               |          pinctrl_commit_state() {
 1)               |            pinmux_enable_setting() {
 1)   1.760 us    |              aspeed_pinctrl_get_group_pins();
 1)   3.271 us    |              pin_request();
 1)   1.832 us    |              pin_request();
 1)   1.780 us    |              pin_request();
 1)   1.895 us    |              pin_request();
 1) + 86.688 us   |              aspeed_pinmux_set_mux();
 1) ! 109.023 us  |            }
 1)               |            pinmux_enable_setting() {
 1)   1.635 us    |              aspeed_pinctrl_get_group_pins();
 1)   1.935 us    |              pin_request();
 1) + 20.300 us   |              aspeed_pinmux_set_mux();
 1) + 29.125 us   |            }
 1)               |            pinmux_enable_setting() {
 1)   1.604 us    |              aspeed_pinctrl_get_group_pins();
 1)   1.904 us    |              pin_request();
 1) + 20.013 us   |              aspeed_pinmux_set_mux();
 1) + 28.422 us   |            }
 1)               |            pinmux_enable_setting() {
 1)   1.613 us    |              aspeed_pinctrl_get_group_pins();
 1)   1.391 us    |              pin_request();
 1)   1.463 us    |              pin_request();
 1)   2.825 us    |              pin_request();
 1)   1.354 us    |              pin_request();
 1)   1.817 us    |              pin_request();
 1)   1.920 us    |              pin_request();
 1) + 60.679 us   |              aspeed_pinmux_set_mux();
 1) + 84.717 us   |            }
 1) ! 258.422 us  |          }
 1) ! 260.953 us  |        }
 1)   1.613 us    |        pinctrl_lookup_state();
 1)   1.337 us    |        pinctrl_lookup_state();
 1) # 1886.698 us |      }
 1)               |      platform_dma_configure() {
 1)               |        of_dma_configure() {
 1)               |          of_dma_get_range() {
 1)               |            of_n_addr_cells() {
 1)   3.622 us    |              of_property_read_variable_u32_array();
 1)   6.278 us    |            }
 1)               |            of_n_size_cells() {
 1)   3.441 us    |              of_property_read_variable_u32_array();
 1)   5.985 us    |            }
 1)               |            __of_get_dma_parent() {
 1)   3.511 us    |              of_property_match_string();
 1)   2.107 us    |              of_get_parent();
 1)   9.581 us    |            }
 1)               |            of_get_property() {
 1)   3.365 us    |              of_find_property();
 1)   5.727 us    |            }
 1) + 34.470 us   |          }
 1)               |          of_dma_is_coherent() {
 1)               |            of_find_property() {
 1)   1.203 us    |              _raw_spin_lock_irqsave();
 1)   1.700 us    |              __of_find_property();
 1)   1.352 us    |              _raw_spin_unlock_irqrestore();
 1)   8.895 us    |            }
 1)               |            of_get_next_parent() {
 1)   1.955 us    |              of_get_parent();
 1)   4.237 us    |            }
 1)               |            of_find_property() {
 1)   1.170 us    |              _raw_spin_lock_irqsave();
 1)   1.335 us    |              __of_find_property();
 1)   1.195 us    |              _raw_spin_unlock_irqrestore();
 1)   8.257 us    |            }
 1)               |            of_get_next_parent() {
 1)   1.950 us    |              of_get_parent();
 1)   4.272 us    |            }
 1)               |            of_find_property() {
 1)   1.195 us    |              _raw_spin_lock_irqsave();
 1)   1.862 us    |              __of_find_property();
 1)   1.458 us    |              _raw_spin_unlock_irqrestore();
 1)   9.039 us    |            }
 1)               |            of_get_next_parent() {
 1)   1.963 us    |              of_get_parent();
 1)   4.252 us    |            }
 1) + 46.863 us   |          }
 1)   1.416 us    |          arch_setup_dma_ops();
 1) + 89.715 us   |        }
 1) + 92.264 us   |      }
 1)               |      driver_sysfs_add() {
 1)   1.170 us    |        blocking_notifier_call_chain();
 1)               |        sysfs_create_link() {
 1)               |          sysfs_do_create_link_sd() {
 1)   1.288 us    |            _raw_spin_lock();
 1)   1.348 us    |            kernfs_get();
 1)               |            kernfs_create_link() {
 1) + 16.193 us   |              kernfs_new_node();
 1)   1.225 us    |              kernfs_get();
 1)   9.133 us    |              kernfs_add_one();
 1) + 32.409 us   |            }
 1)   1.628 us    |            kernfs_put();
 1) + 44.080 us   |          }
 1) + 46.591 us   |        }
 1)               |        sysfs_create_link() {
 1)               |          sysfs_do_create_link_sd() {
 1)   1.199 us    |            _raw_spin_lock();
 1)   1.197 us    |            kernfs_get();
 1)               |            kernfs_create_link() {
 1)   4.917 us    |              kernfs_new_node();
 1)   1.243 us    |              kernfs_get();
 1)   6.121 us    |              kernfs_add_one();
 1) + 17.172 us   |            }
 1)   1.317 us    |            kernfs_put();
 1) + 26.693 us   |          }
 1) + 28.938 us   |        }
 1) + 81.664 us   |      }
 1)               |      platform_drv_probe() {
 1)               |        of_clk_set_defaults() {
 1)               |          of_count_phandle_with_args() {
 1)               |            of_phandle_iterator_init() {
 1)   3.028 us    |              of_find_property();
 1)   5.878 us    |            }
 1)   8.590 us    |          }
 1)               |          of_find_property() {
 1)   1.200 us    |            _raw_spin_lock_irqsave();
 1)   1.564 us    |            __of_find_property();
 1)   1.187 us    |            _raw_spin_unlock_irqrestore();
 1) + 10.208 us   |          }
 1)   1.305 us    |          of_prop_next_u32();
 1) + 25.937 us   |        }
 1)   1.278 us    |        dev_pm_domain_attach();
 1)               |        aspeed_spi_probe() {
 1)               |          __spi_alloc_controller() {
 1)               |            __kmalloc() {
 1)   1.148 us    |              kmalloc_slab();
 1)   1.202 us    |              should_failslab();
 1)   6.779 us    |            }
 1)               |            device_initialize() {
 1)   1.377 us    |              __mutex_init();
 1)   4.577 us    |              device_pm_sleep_init();
 1)   3.701 us    |              pm_runtime_init();
 1) + 16.598 us   |            }
 1) + 27.457 us   |          }
 1)               |          of_match_device() {
 1)               |            of_match_node() {
 1)   1.278 us    |              _raw_spin_lock_irqsave();
 1)   5.802 us    |              __of_match_node.part.0();
 1)   1.461 us    |              _raw_spin_unlock_irqrestore();
 1) + 13.973 us   |            }
 1) + 16.562 us   |          }
 1)   2.378 us    |          platform_get_resource_byname();
 1)               |          devm_kasprintf() {
 1)               |            devm_kvasprintf() {
 1)   5.035 us    |              devm_kmalloc();
 1) + 10.517 us   |            }
 1) + 13.435 us   |          }
 1)               |          __devm_request_region() {
 1)               |            devres_alloc_node() {
 1)   2.435 us    |              __kmalloc_track_caller();
 1)   5.234 us    |            }
 1)               |            __request_region() {
 1)   3.027 us    |              alloc_resource();
 1)   1.310 us    |              _raw_write_lock();
 1)   2.538 us    |              __request_resource();
 1) + 13.387 us   |            }
 1)               |            devres_add() {
 1)   1.240 us    |              _raw_spin_lock_irqsave();
 1)   1.377 us    |              add_dr();
 1)   1.399 us    |              _raw_spin_unlock_irqrestore();
 1)   8.883 us    |            }
 1) + 33.194 us   |          }
 1)               |          devres_alloc_node() {
 1)               |            __kmalloc_track_caller() {
 1)   1.365 us    |              kmalloc_slab();
 1)   1.320 us    |              should_failslab();
 1)   6.495 us    |            }
 1)   9.316 us    |          }
 1)               |          ioremap() {
 1)               |            __arm_ioremap_caller() {
 1) + 20.396 us   |              __arm_ioremap_pfn_caller();
 1) + 23.308 us   |            }
 1) + 26.310 us   |          }
 1)               |          devres_add() {
 1)   1.215 us    |            _raw_spin_lock_irqsave();
 1)   1.190 us    |            add_dr();
 1)   1.187 us    |            _raw_spin_unlock_irqrestore();
 1)   8.210 us    |          }
 1)   1.388 us    |          platform_get_resource_byname();
 1)               |          devm_clk_get() {
 1)               |            devres_alloc_node() {
 1)   2.438 us    |              __kmalloc_track_caller();
 1)   5.010 us    |            }
 1)               |            clk_get() {
 1) + 16.960 us   |              of_clk_get_hw();
 1)   8.515 us    |              clk_hw_create_clk();
 1) + 29.933 us   |            }
 1)               |            devres_add() {
 1)   1.212 us    |              _raw_spin_lock_irqsave();
 1)   1.457 us    |              add_dr();
 1)   1.187 us    |              _raw_spin_unlock_irqrestore();
 1)   8.325 us    |            }
 1) + 48.348 us   |          }
 1)               |          clk_get_rate() {
 1)               |            clk_core_get_rate() {
 1)   1.660 us    |              clk_prepare_lock();
 1)   1.577 us    |              clk_prepare_unlock();
 1)   6.785 us    |            }
 1)   9.205 us    |          }
 1)               |          devm_clk_put() {
 1)               |            devres_release() {
 1)   3.410 us    |              devres_remove();
 1)   7.043 us    |              devm_clk_release();
 1)   2.175 us    |              devres_free();
 1) + 17.637 us   |            }
 1) + 20.158 us   |          }
 1)               |          of_property_read_variable_u32_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.717 us    |              of_find_property();
 1)   5.080 us    |            }
 1)   7.412 us    |          }
 1)               |          dma_alloc_attrs() {
 1)   1.342 us    |            dma_alloc_from_dev_coherent();
 1)               |            arm_dma_alloc() {
 1) ! 398.860 us  |              __dma_alloc();
 1) ! 405.575 us  |            }
 1) ! 412.417 us  |          }
 1)               |          platform_get_irq() {
 1)               |            __platform_get_irq() {
 1) + 73.563 us   |              of_irq_get();
 1) + 76.704 us   |            }
 1) + 80.780 us   |          }
 1)               |          devm_request_threaded_irq() {
 1)               |            devres_alloc_node() {
 1)   2.875 us    |              __kmalloc_track_caller();
 1)   5.640 us    |            }
 1)               |            request_threaded_irq() {
 1)   1.326 us    |              irq_to_desc();
 1)   1.937 us    |              kmem_cache_alloc_trace();
 1)   1.507 us    |              irq_chip_pm_get();
 1) + 35.735 us   |              __setup_irq();
 1) + 48.365 us   |            }
 1)               |            devres_add() {
 1)   1.271 us    |              _raw_spin_lock_irqsave();
 1)   1.503 us    |              add_dr();
 1)   1.390 us    |              _raw_spin_unlock_irqrestore();
 1)   9.190 us    |            }
 1) + 68.992 us   |          }
 1)   1.695 us    |          __init_waitqueue_head();
 1)               |          devm_kmalloc() {
 1)               |            __kmalloc_track_caller() {
 1)   1.385 us    |              kmalloc_slab();
 1)   1.164 us    |              should_failslab();
 1)   6.562 us    |            }
 1)               |            devres_add() {
 1)   1.205 us    |              _raw_spin_lock_irqsave();
 1)   1.223 us    |              add_dr();
 1)   1.187 us    |              _raw_spin_unlock_irqrestore();
 1)   8.195 us    |            }
 1) + 18.410 us   |          }
 1)               |          aspeed_spi_decode_range_config() {
 1)               |            devres_alloc_node() {
 1)   2.095 us    |              __kmalloc_track_caller();
 1)   4.688 us    |            }
 1)               |            ioremap() {
 1) ! 118.661 us  |              __arm_ioremap_caller();
 1) ! 121.605 us  |            }
 1)               |            devres_add() {
 1)   1.184 us    |              _raw_spin_lock_irqsave();
 1)   1.340 us    |              add_dr();
 1)   1.190 us    |              _raw_spin_unlock_irqrestore();
 1)   8.397 us    |            }
 1)   1.287 us    |            aspeed_2600_spi_segment_reg();
 1)               |            devres_alloc_node() {
 1)   2.150 us    |              __kmalloc_track_caller();
 1)   4.863 us    |            }
 1)               |            ioremap() {
 1) ! 197.034 us  |              __arm_ioremap_caller();
 1) ! 201.421 us  |            }
 1)               |            devres_add() {
 1)   1.282 us    |              _raw_spin_lock_irqsave();
 1)   1.272 us    |              add_dr();
 1)   1.367 us    |              _raw_spin_unlock_irqrestore();
 1)   9.269 us    |            }
 1)   1.379 us    |            aspeed_2600_spi_segment_reg();
 1)               |            devres_alloc_node() {
 1)   2.309 us    |              __kmalloc_track_caller();
 1)   5.108 us    |            }
 1)               |            ioremap() {
 1) ! 175.340 us  |              __arm_ioremap_caller();
 1) ! 178.592 us  |            }
 1)               |            devres_add() {
 1)   1.191 us    |              _raw_spin_lock_irqsave();
 1)   1.200 us    |              add_dr();
 1)   1.286 us    |              _raw_spin_unlock_irqrestore();
 1)   8.573 us    |            }
 1)   1.168 us    |            aspeed_2600_spi_segment_reg();
 1) ! 564.675 us  |          }
 1)               |          devm_spi_register_controller() {
 1)               |            devres_alloc_node() {
 1)   2.241 us    |              __kmalloc_track_caller();
 1)   4.783 us    |            }
 1)               |            spi_register_controller() {
 1)   3.880 us    |              of_alias_get_id();
 1)   3.132 us    |              of_alias_get_highest_id();
 1)   1.353 us    |              mutex_lock();
 1)   1.480 us    |              mutex_unlock();
 1)   1.208 us    |              __mutex_init();
 1)   1.167 us    |              __mutex_init();
 1)   1.272 us    |              __init_waitqueue_head();
 1) + 15.015 us   |              dev_set_name();
 1)   5.309 us    |              of_count_phandle_with_args();
 1) ! 515.910 us  |              device_add();
 1)   2.355 us    |              mutex_lock();
 1)   3.690 us    |              mutex_unlock();
 1)   4.653 us    |              of_get_next_available_child();
 1) + 12.410 us   |              spi_alloc_device();
 1)   4.005 us    |              of_modalias_node();
 1)   3.390 us    |              of_find_property();
 1)   2.725 us    |              of_find_property();
 1)   2.725 us    |              of_find_property();
 1)   2.689 us    |              of_find_property();
 1)   2.702 us    |              of_find_property();
 1)   3.928 us    |              of_property_read_variable_u32_array();
 1)   3.768 us    |              of_property_read_variable_u32_array();
 1)   3.361 us    |              of_property_read_variable_u32_array();
 1)   3.423 us    |              of_property_read_variable_u32_array();
 1) * 21479.35 us |              spi_add_device();
 1)   7.612 us    |              of_get_next_available_child();
 1) * 22152.09 us |            }
 1)               |            devres_add() {
 1)   1.334 us    |              _raw_spin_lock_irqsave();
 1)   1.408 us    |              add_dr();
 1)   1.180 us    |              _raw_spin_unlock_irqrestore();
 1)   8.855 us    |            }
 1) * 22171.38 us |          }
 1) * 23574.15 us |        }
 1) * 23607.52 us |      }
 1)               |      device_add_groups() {
 1)   1.315 us    |        sysfs_create_groups();
 1)   3.615 us    |      }
 1)   1.424 us    |      pinctrl_init_done();
 1)               |      driver_bound() {
 1)   1.205 us    |        _raw_spin_lock();
 1)               |        device_links_driver_bound() {
 1)   1.240 us    |          mutex_lock();
 1)   1.243 us    |          mutex_unlock();
 1)   6.094 us    |        }
 1)               |        device_pm_check_callbacks() {
 1)   1.207 us    |          _raw_spin_lock_irq();
 1)   1.424 us    |          pm_ops_is_empty();
 1)   6.540 us    |        }
 1)               |        driver_deferred_probe_del() {
 1)   1.200 us    |          mutex_lock();
 1)   1.298 us    |          mutex_unlock();
 1)   6.120 us    |        }
 1)   1.400 us    |        blocking_notifier_call_chain();
 1)   1.320 us    |        dev_uevent_filter();
 1)   1.325 us    |        dev_uevent_name();
 1)               |        kmem_cache_alloc_trace() {
 1)   1.140 us    |          should_failslab();
 1)   5.601 us    |        }
 1)               |        __kmalloc() {
